run_id,dataset_id,method_id,noise_condition_id,noise_sigma,replication_id,perturbation_seed,data_seed,status,scientific_evidence_eligible,primary_stability_eligible,bottleneck_distance,wasserstein_distance,coverage_fraction,n_nodes,n_edges,n_components,beta_0_graph,beta_1_graph,beta_0_nerve,beta_1_nerve,wall_time_seconds,cpu_time_seconds
M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep30__b99d1411bd5eed32,swiss_roll_with_hole,conventional,sigma_0.08,0.08,30,1028756988.0,42,success,True,True,0.9579306349262602,6.330273931650164,0.9500223114680946,132.0,62.0,70.0,70.0,0.0,70.0,0.0,0.027830572000311804,0.027820922000046266
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep30__7cb56023d07c08c1,swiss_roll_with_hole,f_mapper,sigma_0.08,0.08,30,1028756988.0,42,success,True,True,0.8470674863184646,6.091038977006782,0.9500223114680946,118.0,49.0,70.0,70.0,1.0,70.0,1.0,5.159052219999467,5.158097853000072
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep1__c4c9d27599a7b855,swiss_roll_with_hole,conventional,sigma_0.10,0.1,1,341323734.0,42,success,True,True,0.4898925738296782,6.859443088018713,0.9446675591253905,150.0,67.0,83.0,83.0,0.0,83.0,0.0,0.031914707999931125,0.03191283699993619
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep1__6314feb250cb65b5,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,1,341323734.0,42,success,True,True,0.8825666611525218,7.464592424633029,0.9446675591253905,140.0,57.0,83.0,83.0,0.0,83.0,0.0,6.269378962000701,6.268902197999978
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep2__6652364d4e613f0e,swiss_roll_with_hole,conventional,sigma_0.10,0.1,2,1962267469.0,42,success,True,True,0.5841567211524761,5.941902613871017,0.9464524765729585,173.0,78.0,95.0,95.0,0.0,95.0,0.0,0.03491002999999182,0.03490809100003389
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep2__4997f345a603880e,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,2,1962267469.0,42,success,True,True,0.706266995026521,6.0333399026257375,0.9442213297634985,152.0,58.0,94.0,94.0,0.0,94.0,0.0,5.585165546000098,5.584538005000013
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep3__771b09fc98b76639,swiss_roll_with_hole,conventional,sigma_0.10,0.1,3,1223307710.0,42,success,True,True,0.9400436370912955,5.701838948273826,0.9446675591253905,145.0,58.0,87.0,87.0,0.0,87.0,0.0,0.02855816200008121,0.028556093000020155
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep3__7fbe26c77bfe5d40,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,3,1223307710.0,42,success,True,True,1.023345944281889,6.468145078871791,0.9446675591253905,136.0,49.0,88.0,88.0,1.0,88.0,1.0,5.84778966399972,5.847192028999984
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep4__4d7c6aa6de800836,swiss_roll_with_hole,conventional,sigma_0.10,0.1,4,742588970.0,42,success,True,True,0.7533353663432472,8.426109099887627,0.9433288710397144,150.0,69.0,81.0,81.0,0.0,81.0,0.0,0.028618688999813457,0.028617097000051217
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep4__da4f3952d68a61e0,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,4,742588970.0,42,success,True,True,0.7134532740208961,6.414107361673164,0.9415439535921464,132.0,52.0,80.0,80.0,0.0,80.0,0.0,5.004507503000241,5.004216265999958
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep5__a3cd07991854de99,swiss_roll_with_hole,conventional,sigma_0.10,0.1,5,1002543249.0,42,success,True,True,0.39692685084038004,5.731680236668367,0.9518072289156626,162.0,70.0,92.0,92.0,0.0,92.0,0.0,0.029653519000021333,0.029651639999997315
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep5__354b51de8cff90c1,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,5,1002543249.0,42,success,True,True,0.2951868826446322,5.011045436940021,0.9509147701918786,145.0,53.0,92.0,92.0,0.0,92.0,0.0,5.7271453510002175,5.726810282999963
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep6__f10ec11085013a5d,swiss_roll_with_hole,conventional,sigma_0.10,0.1,6,1112645454.0,42,success,True,True,0.5507326808437956,4.6530390206866645,0.9419901829540384,122.0,53.0,69.0,69.0,0.0,69.0,0.0,0.028625480999835418,0.028624061000073198
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep6__74043831a7e8f54e,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,6,1112645454.0,42,success,True,True,0.6034738819109275,4.8252033351885935,0.9402052655064703,113.0,45.0,68.0,68.0,0.0,68.0,0.0,5.1999410150001495,5.19953096200004
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep7__43c4d8dc7dfda4ef,swiss_roll_with_hole,conventional,sigma_0.10,0.1,7,476657116.0,42,success,True,True,0.9767924230441061,7.163650791291317,0.9424364123159303,147.0,66.0,81.0,81.0,0.0,81.0,0.0,0.03045384799952444,0.030430702999979076
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep7__a1db47943755e656,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,7,476657116.0,42,success,True,True,1.0842112744714587,6.180162560416452,0.9419901829540384,130.0,49.0,81.0,81.0,0.0,81.0,0.0,5.4341020410001875,5.433545742999968
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep8__d4d96ebc5eb3d1a0,swiss_roll_with_hole,conventional,sigma_0.10,0.1,8,1527993060.0,42,success,True,True,0.9082669801652647,7.602771312851733,0.9473449352967426,153.0,71.0,84.0,84.0,2.0,84.0,2.0,0.029701800999646366,0.029701462999923933
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep8__2183d3a2eee657a6,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,8,1527993060.0,42,success,True,True,0.49570119391948,4.358835876208886,0.9455600178491744,133.0,50.0,83.0,83.0,0.0,83.0,0.0,5.729441974999645,5.728499745000022
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep9__8027e65b3b9f3a0b,swiss_roll_with_hole,conventional,sigma_0.10,0.1,9,121748757.0,42,success,True,True,0.5551576758641641,6.1366911031871645,0.9473449352967426,146.0,63.0,83.0,83.0,0.0,83.0,0.0,0.030256748999818228,0.030234505000066747
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep9__317bb02482296861,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,9,121748757.0,42,success,True,True,0.8863852910420746,6.6876467467172445,0.9473449352967426,138.0,54.0,84.0,84.0,0.0,84.0,0.0,5.693108912999378,5.692261723999991
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep10__14dea71245a5d30f,swiss_roll_with_hole,conventional,sigma_0.10,0.1,10,243870738.0,42,success,True,True,0.7973226459503984,5.844265761006271,0.9446675591253905,137.0,58.0,80.0,80.0,1.0,80.0,1.0,0.02835241600041627,0.028350236000051154
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep10__1b18077a1c6c94aa,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,10,243870738.0,42,success,True,True,0.6060306573237426,6.404117957802589,0.9446675591253905,125.0,45.0,80.0,80.0,0.0,80.0,0.0,4.84246276399972,4.84209766999993
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep11__f5791ced90163f15,swiss_roll_with_hole,conventional,sigma_0.10,0.1,11,1161174461.0,42,success,True,True,0.5714948209292516,5.90772872191469,0.9491298527443106,137.0,60.0,77.0,77.0,0.0,77.0,0.0,0.03029961100037326,0.030297883000002912
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep11__8e5d18b4abef3f76,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,11,1161174461.0,42,success,True,True,0.6031051025225214,4.0076358818835125,0.9491298527443106,120.0,43.0,77.0,77.0,0.0,77.0,0.0,5.153503407000244,5.152657151000085
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep12__1159243422b72c9b,swiss_roll_with_hole,conventional,sigma_0.10,0.1,12,1409957132.0,42,success,True,True,0.6155799421834018,7.375781275142097,0.9451137884872824,153.0,71.0,82.0,82.0,0.0,82.0,0.0,0.03032250500018563,0.030298535000042648
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep12__bc87a3a405564f1c,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,12,1409957132.0,42,success,True,True,0.9233408811576655,6.049888317266845,0.9446675591253905,127.0,45.0,82.0,82.0,0.0,82.0,0.0,4.914363482000226,4.913812844000063
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep13__61b3725bc20b4cb6,swiss_roll_with_hole,conventional,sigma_0.10,0.1,13,1854795802.0,42,success,True,True,0.6602985377585093,6.383939565033365,0.9518072289156626,153.0,68.0,85.0,85.0,0.0,85.0,0.0,0.030070630000409437,0.030068723999988833
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep13__0bd52c131ec88ad4,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,13,1854795802.0,42,success,True,True,0.7700082864651958,6.78273507005437,0.9509147701918786,144.0,59.0,85.0,85.0,0.0,85.0,0.0,5.222938932999568,5.222567751000042
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep14__c3c2e17089385fa6,swiss_roll_with_hole,conventional,sigma_0.10,0.1,14,1766650995.0,42,success,True,True,0.4903110452630024,6.259672267311387,0.9464524765729585,164.0,69.0,95.0,95.0,0.0,95.0,0.0,0.029814006999913545,0.029809927999963293
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep14__bdc79809025feec2,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,14,1766650995.0,42,success,True,True,0.6448737983759525,4.475214137914158,0.9442213297634985,143.0,49.0,94.0,94.0,0.0,94.0,0.0,4.407583213999715,4.407303436999996
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep15__3be6f78b646df5d8,swiss_roll_with_hole,conventional,sigma_0.10,0.1,15,363146272.0,42,success,True,True,0.9989458873220292,7.274370351626281,0.9509147701918786,157.0,66.0,91.0,91.0,0.0,91.0,0.0,0.04020888100058073,0.04016359000002012
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep15__6ee60da5fcbb2b68,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,15,363146272.0,42,success,True,True,1.6408807876835318,6.0330930535490195,0.9500223114680946,140.0,49.0,91.0,91.0,0.0,91.0,0.0,4.760822876999555,4.76002714699996
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep16__06413b8fcce4599b,swiss_roll_with_hole,conventional,sigma_0.10,0.1,16,1773214357.0,42,success,True,True,0.9048236651466408,5.875975233153936,0.9428826416778224,137.0,57.0,81.0,81.0,1.0,81.0,1.0,0.029002907000176492,0.029001329000038822
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep16__e28d16eb2017f7e9,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,16,1773214357.0,42,success,True,True,0.5241412122423839,4.466726547100597,0.9428826416778224,128.0,47.0,81.0,81.0,0.0,81.0,0.0,4.611046926000199,4.6106563740000865
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep17__b0e4186bd55cf930,swiss_roll_with_hole,conventional,sigma_0.10,0.1,17,1487067109.0,42,success,True,True,0.7142794171201672,6.340689294854626,0.9468987059348505,141.0,61.0,80.0,80.0,0.0,80.0,0.0,0.02934899200045038,0.029346106000048167
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep17__e73903fcfc9b4191,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,17,1487067109.0,42,fcm_non_convergence,False,False,,,,,,,,,,,7.193668810000418,7.192920543000014
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep18__b3b5423457f2ce8c,swiss_roll_with_hole,conventional,sigma_0.10,0.1,18,1540584473.0,42,success,True,True,0.35795247224671556,5.267985001532021,0.9460062472110665,146.0,61.0,85.0,85.0,0.0,85.0,0.0,0.03025547600009304,0.030252869000037208
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep18__83e1808566f188a6,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,18,1540584473.0,42,success,True,True,0.4535750150204194,3.786457862517415,0.9424364123159303,129.0,45.0,84.0,84.0,0.0,84.0,0.0,4.431082155000695,4.4305252020000125
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep19__873a8178ed331f7d,swiss_roll_with_hole,conventional,sigma_0.10,0.1,19,2000356558.0,42,success,True,True,0.7734049222407857,7.1286541365944505,0.9518072289156626,149.0,66.0,83.0,83.0,0.0,83.0,0.0,0.029568323999228596,0.029566339999973934
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep19__4e207a47516eb8a3,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,19,2000356558.0,42,success,True,True,0.44665564303336147,5.272656414373228,0.9513609995537706,132.0,49.0,83.0,83.0,0.0,83.0,0.0,5.825084867999976,5.824578765000069
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep20__d5579ed823670767,swiss_roll_with_hole,conventional,sigma_0.10,0.1,20,390062243.0,42,success,True,True,0.9339546999494246,5.612436817437697,0.9384203480589023,142.0,66.0,76.0,76.0,0.0,76.0,0.0,0.02864678100013407,0.028647054000089156
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep20__9233c25b30f8de35,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,20,390062243.0,42,success,True,True,0.6029737373024311,6.878139606683925,0.9379741186970103,137.0,60.0,77.0,77.0,0.0,77.0,0.0,5.823507480999979,5.823111667000035
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep21__2a3ee6d072e52f52,swiss_roll_with_hole,conventional,sigma_0.10,0.1,21,2144041883.0,42,success,True,True,0.9008686712939191,7.46316943606854,0.9433288710397144,137.0,68.0,70.0,70.0,1.0,70.0,1.0,0.03368179199969745,0.03366282200011028
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep21__9eac376ecd3d6056,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,21,2144041883.0,42,success,True,True,0.4739689566752485,4.907161898318643,0.9410977242302544,118.0,48.0,70.0,70.0,0.0,70.0,0.0,5.9692521750002925,5.969156776000091
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep22__79aff947e9787183,swiss_roll_with_hole,conventional,sigma_0.10,0.1,22,1869186503.0,42,success,True,True,0.4392493090557732,5.6062999600779,0.9473449352967426,152.0,65.0,87.0,87.0,0.0,87.0,0.0,0.029479062000064005,0.029488925000009658
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep22__de27e5e6b07cc6f9,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,22,1869186503.0,42,success,True,True,0.5334019052732106,4.570720602883,0.9455600178491744,137.0,49.0,88.0,88.0,0.0,88.0,0.0,4.8852342999998655,4.8842883539999775
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep23__a64e1439df36699a,swiss_roll_with_hole,conventional,sigma_0.10,0.1,23,1778230843.0,42,success,True,True,0.5224791766563079,6.332815183495178,0.9482373940205265,158.0,72.0,86.0,86.0,0.0,86.0,0.0,0.03079847500066535,0.030780099000025984
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep23__48e5dcffa3fc0ede,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,23,1778230843.0,42,success,True,True,0.6709969845827741,5.776836426436329,0.9473449352967426,140.0,54.0,86.0,86.0,0.0,86.0,0.0,5.7480942370002595,5.748356142000034
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep24__540eb4a7fbd9fa84,swiss_roll_with_hole,conventional,sigma_0.10,0.1,24,1990252382.0,42,success,True,True,0.7759245164960973,8.077425616588869,0.9446675591253905,138.0,60.0,78.0,78.0,0.0,78.0,0.0,0.028834964999987278,0.02883588800000325
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep24__5bf4a458f046b9d5,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,24,1990252382.0,42,success,True,True,0.8542720511452675,7.758840535869531,0.9446675591253905,129.0,53.0,77.0,77.0,1.0,77.0,1.0,5.651138395000089,5.650048018999996
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep25__e884664232afb8f4,swiss_roll_with_hole,conventional,sigma_0.10,0.1,25,432181774.0,42,success,True,True,0.8685497116835994,5.373269537243063,0.9446675591253905,146.0,62.0,85.0,85.0,1.0,85.0,1.0,0.02924914799950784,0.029252670999994734
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep25__1126f4bac2c7a57f,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,25,432181774.0,42,success,True,True,1.240235323297604,7.0965725911404185,0.9451137884872824,145.0,61.0,85.0,85.0,1.0,85.0,1.0,4.958253918000082,4.958284588999959
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep26__f587b84182f959b9,swiss_roll_with_hole,conventional,sigma_0.10,0.1,26,1534151312.0,42,success,True,True,0.39692685084038004,6.71736549677542,0.9468987059348505,153.0,72.0,81.0,81.0,0.0,81.0,0.0,0.030656132999865804,0.03065761899995323
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep26__5917b0fa56316dae,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,26,1534151312.0,42,success,True,True,0.7896744335267885,5.324070982678261,0.9460062472110665,133.0,52.0,82.0,82.0,1.0,82.0,1.0,5.647420050000619,5.647382846000028
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep27__4546c83a86194e14,swiss_roll_with_hole,conventional,sigma_0.10,0.1,27,2102950834.0,42,success,True,True,0.6127841628391697,6.031959316201451,0.9446675591253905,150.0,67.0,83.0,83.0,0.0,83.0,0.0,0.02876482100055,0.028765626999984306
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep27__3f38b4db2cf67fd1,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,27,2102950834.0,42,success,True,True,0.6472499358022983,6.481818644108239,0.9446675591253905,137.0,53.0,84.0,84.0,0.0,84.0,0.0,4.813719413000399,4.813530424000078
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep28__f40655ef91218ceb,swiss_roll_with_hole,conventional,sigma_0.10,0.1,28,1498633327.0,42,success,True,True,0.3546373715158797,4.73362591133124,0.9446675591253905,148.0,64.0,84.0,84.0,0.0,84.0,0.0,0.029699990999688453,0.029701402999990023
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep28__dc43183034bf342f,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,28,1498633327.0,42,success,True,True,0.2608736556798421,4.540943139051295,0.9424364123159303,136.0,53.0,83.0,83.0,0.0,83.0,0.0,6.1856379239998205,6.185428124000055
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep29__18b4a56b259a5f08,swiss_roll_with_hole,conventional,sigma_0.10,0.1,29,1594863117.0,42,success,True,True,0.5724046389021886,7.484035816517146,0.9500223114680946,143.0,66.0,77.0,77.0,0.0,77.0,0.0,0.0290977410004416,0.029101387000082468
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep29__77cb9bafbb144cbc,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,29,1594863117.0,42,success,True,True,0.8876048003762924,6.490643856805912,0.9495760821062026,125.0,49.0,77.0,77.0,1.0,77.0,1.0,4.627210437999565,4.627296392000062
M6A2__swiss_roll_with_hole__conventional__sigma_0.10__rep30__ecf0f0f780aed517,swiss_roll_with_hole,conventional,sigma_0.10,0.1,30,1642906862.0,42,success,True,True,1.0907490493703662,9.126542937388834,0.9415439535921464,148.0,67.0,82.0,82.0,1.0,82.0,1.0,0.02921429599973635,0.029216152000003603
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.10__rep30__83ee7f52f69f46ef,swiss_roll_with_hole,f_mapper,sigma_0.10,0.1,30,1642906862.0,42,success,True,True,1.6308410693187687,7.904915098498599,0.9388665774207943,126.0,47.0,80.0,80.0,1.0,80.0,1.0,5.231929933000174,5.231970206000028
