run_id,dataset_id,method_id,noise_condition_id,noise_sigma,replication_id,perturbation_seed,data_seed,status,scientific_evidence_eligible,primary_stability_eligible,bottleneck_distance,wasserstein_distance,coverage_fraction,n_nodes,n_edges,n_components,beta_0_graph,beta_1_graph,beta_0_nerve,beta_1_nerve,wall_time_seconds,cpu_time_seconds
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep5__a9740a6398387801,swiss_roll_with_hole,conventional,sigma_0.03,0.03,5,2033973792.0,42,success,True,True,0.39692685084038004,2.2922157219842347,0.9549308344489067,146.0,62.0,84.0,84.0,0.0,84.0,0.0,0.09782342200014682,0.09779241499998648
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep5__c9a723d370c35889,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,5,2033973792.0,42,success,True,True,0.32054106143789607,2.5311899520247723,0.9549308344489067,136.0,52.0,84.0,84.0,0.0,84.0,0.0,5.175768924000295,5.174061905000002
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep6__9c2387402611994a,swiss_roll_with_hole,conventional,sigma_0.03,0.03,6,1774833832.0,42,success,True,True,0.6275993292788287,3.1850350571351704,0.9500223114680946,140.0,60.0,80.0,80.0,0.0,80.0,0.0,0.030299592999654124,0.030297963999998956
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep6__a79f995bacc71e31,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,6,1774833832.0,42,success,True,True,0.4195801531848957,2.652867654167724,0.9500223114680946,123.0,43.0,80.0,80.0,0.0,80.0,0.0,5.020131501999458,5.019049721999977
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep7__d523fc37e5ebcb45,swiss_roll_with_hole,conventional,sigma_0.03,0.03,7,298315171.0,42,success,True,True,0.2960523384656568,1.406180787377119,0.9549308344489067,148.0,62.0,86.0,86.0,0.0,86.0,0.0,0.030265486999269342,0.030263269000016635
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep7__4681076ef1e139d2,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,7,298315171.0,42,success,True,True,0.3178057220113768,2.071823686319936,0.9549308344489067,135.0,49.0,86.0,86.0,0.0,86.0,0.0,5.16290678400037,5.162176707000015
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep8__6a7bd2eef0b3683e,swiss_roll_with_hole,conventional,sigma_0.03,0.03,8,542241487.0,42,success,True,True,0.9524796446419348,3.521066356993681,0.9491298527443106,131.0,54.0,77.0,77.0,0.0,77.0,0.0,0.03083758799948555,0.030823472000008678
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep8__cf18953e5e5fddf4,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,8,542241487.0,42,success,True,True,0.7419470590935182,3.784400415803317,0.9491298527443106,123.0,46.0,77.0,77.0,0.0,77.0,0.0,5.288632241000414,5.287313987999994
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep9__b90ac7528ff4b024,swiss_roll_with_hole,conventional,sigma_0.03,0.03,9,2024851398.0,42,success,True,True,0.25043077054694507,1.943532938929076,0.9495760821062026,135.0,56.0,79.0,79.0,0.0,79.0,0.0,0.03102156200020545,0.031020189999992454
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep9__1bd4d27f51266e31,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,9,2024851398.0,42,success,True,True,0.1934155109109792,1.4249920297374192,0.9495760821062026,124.0,45.0,79.0,79.0,0.0,79.0,0.0,6.099670006000451,6.099207129999996
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep10__a04ee4c4830e13fa,swiss_roll_with_hole,conventional,sigma_0.03,0.03,10,558965120.0,42,success,True,True,0.2960523384656568,1.8848519229614076,0.9509147701918786,138.0,59.0,79.0,79.0,0.0,79.0,0.0,0.030260978000114847,0.030258489999994254
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep10__cce605e5bccdaabd,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,10,558965120.0,42,success,True,True,0.6500544486016073,2.7062615530226486,0.9509147701918786,126.0,47.0,79.0,79.0,0.0,79.0,0.0,5.288355767999747,5.287992193999997
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep11__5bb672aada4cc04e,swiss_roll_with_hole,conventional,sigma_0.03,0.03,11,1059543206.0,42,success,True,True,0.2960523384656568,2.2637187811549797,0.9531459170013387,139.0,58.0,81.0,81.0,0.0,81.0,0.0,0.034010461999969266,0.03400931299998433
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep11__f1d65f0120844984,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,11,1059543206.0,42,success,True,True,0.6630301730979635,2.4040881489743695,0.9531459170013387,123.0,42.0,81.0,81.0,0.0,81.0,0.0,5.073009620999983,5.0719433540000125
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep12__ef04160fdd6a2c0a,swiss_roll_with_hole,conventional,sigma_0.03,0.03,12,1089935697.0,42,success,True,True,0.2960523384656568,1.9658129425793112,0.9553770638107988,148.0,60.0,88.0,88.0,0.0,88.0,0.0,0.03048038999986602,0.030478041999998595
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep12__03d24de70423dcef,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,12,1089935697.0,42,success,True,True,0.4033216879600303,2.2229159756696597,0.9553770638107988,137.0,49.0,88.0,88.0,0.0,88.0,0.0,4.96650747700005,4.965719309000008
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep13__fde28e0386c032cc,swiss_roll_with_hole,conventional,sigma_0.03,0.03,13,1513898310.0,42,success,True,True,0.39692685084038004,2.7125690775156563,0.9553770638107988,135.0,58.0,77.0,77.0,0.0,77.0,0.0,0.02996769299988955,0.029952375000021902
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep13__d3d77c47749d53f9,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,13,1513898310.0,42,success,True,True,0.5946489309121148,2.1254225865880354,0.9553770638107988,118.0,41.0,77.0,77.0,0.0,77.0,0.0,4.9818467100003545,4.981395335000002
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep14__44c7f086f8560d5f,swiss_roll_with_hole,conventional,sigma_0.03,0.03,14,1028743533.0,42,success,True,True,0.2960523384656568,2.804950425847657,0.9562695225345827,137.0,58.0,79.0,79.0,0.0,79.0,0.0,0.029961720999381214,0.029960560000006353
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep14__4059aa44d379ec8b,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,14,1028743533.0,42,success,True,True,0.6356947293955839,2.824406255329279,0.9562695225345827,124.0,45.0,79.0,79.0,0.0,79.0,0.0,5.482023047999974,5.480915108999994
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep15__8682512d9c07aa4e,swiss_roll_with_hole,conventional,sigma_0.03,0.03,15,1180547285.0,42,success,True,True,0.38445732717737613,2.846950322254438,0.9558232931726908,147.0,62.0,85.0,85.0,0.0,85.0,0.0,0.0549669880001602,0.05496266900001956
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep15__e0f9a01293a81599,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,15,1180547285.0,42,success,True,True,0.5701328670460803,3.573481226230098,0.9558232931726908,135.0,50.0,85.0,85.0,0.0,85.0,0.0,5.518907394000053,5.518549976999992
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep16__b35b27a3e8621195,swiss_roll_with_hole,conventional,sigma_0.03,0.03,16,839742760.0,42,success,True,True,0.39692685084038004,2.8854850110746213,0.9558232931726908,137.0,55.0,82.0,82.0,0.0,82.0,0.0,0.030069759000070917,0.030068061999998008
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep16__ee65123645288a99,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,16,839742760.0,42,success,True,True,0.34618962292903,1.850986084065669,0.9558232931726908,131.0,49.0,82.0,82.0,0.0,82.0,0.0,5.277797677000308,5.277159304999998
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep17__3bcb7fc6aceec94d,swiss_roll_with_hole,conventional,sigma_0.03,0.03,17,1597850693.0,42,success,True,True,0.2960523384656568,2.3310213688255863,0.9567157518964748,137.0,61.0,76.0,76.0,0.0,76.0,0.0,0.030460920999757946,0.03045996800000239
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep17__9de53fa2d6c32564,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,17,1597850693.0,42,success,True,True,0.6389664997939777,3.409525006407023,0.9567157518964748,118.0,42.0,76.0,76.0,0.0,76.0,0.0,5.074762393999663,5.073160445999974
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep18__fb74c17bf25caf61,swiss_roll_with_hole,conventional,sigma_0.03,0.03,18,545226111.0,42,success,True,True,0.6228043137337314,2.289295844521009,0.9535921463632308,140.0,59.0,81.0,81.0,0.0,81.0,0.0,0.029876696999963315,0.02987490999998954
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep18__840e5ccddac903c3,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,18,545226111.0,42,success,True,True,0.5314913561042651,2.669096680691606,0.9535921463632308,130.0,49.0,81.0,81.0,0.0,81.0,0.0,5.143711251000241,5.143096797999988
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep19__ae96e05ee5c458f1,swiss_roll_with_hole,conventional,sigma_0.03,0.03,19,1675044636.0,42,success,True,True,0.2960523384656568,2.042390976885292,0.9504685408299867,138.0,59.0,79.0,79.0,0.0,79.0,0.0,0.039284996999413124,0.03926444100000026
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep19__79bc773ae939d951,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,19,1675044636.0,42,success,True,True,0.4262182564906283,2.9207286622084982,0.9504685408299867,126.0,47.0,79.0,79.0,0.0,79.0,0.0,5.115734830999827,5.115153999000029
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep20__356aafa79b1cbe69,swiss_roll_with_hole,conventional,sigma_0.03,0.03,20,835063858.0,42,success,True,True,0.28929149107781527,2.37364400973117,0.9544846050870147,145.0,58.0,87.0,87.0,0.0,87.0,0.0,0.030870419000166294,0.03087465600003725
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep20__eb3d4018a590baee,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,20,835063858.0,42,success,True,True,0.6818389384622043,3.4204448986471374,0.9544846050870147,137.0,50.0,87.0,87.0,0.0,87.0,0.0,4.981566851000025,4.98107737600003
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep21__205b2720fd34489a,swiss_roll_with_hole,conventional,sigma_0.03,0.03,21,1397262108.0,42,success,True,True,0.39692685084038004,4.279094887151728,0.9549308344489067,145.0,62.0,83.0,83.0,0.0,83.0,0.0,0.04668247799963865,0.04668061700004955
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep21__4e2f454bced2ba77,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,21,1397262108.0,42,success,True,True,0.680513566163687,3.346933006290397,0.9549308344489067,125.0,42.0,83.0,83.0,0.0,83.0,0.0,5.589048044000265,5.587990122999997
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep22__fe4bfacf37dacbb8,swiss_roll_with_hole,conventional,sigma_0.03,0.03,22,530057408.0,42,success,True,True,0.7157948281522195,3.7789470066283206,0.9513609995537706,132.0,53.0,79.0,79.0,0.0,79.0,0.0,0.030093184000179463,0.030091666000032546
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep22__692be4c5f73a5fed,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,22,530057408.0,42,success,True,True,0.47984029138179096,3.162916071936945,0.9513609995537706,123.0,44.0,79.0,79.0,0.0,79.0,0.0,4.993510662000517,4.9926815179999835
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep23__168587e3ffc18984,swiss_roll_with_hole,conventional,sigma_0.03,0.03,23,876643930.0,42,success,True,True,0.26248914155870917,2.694244158990567,0.9562695225345827,138.0,60.0,78.0,78.0,0.0,78.0,0.0,0.031255308000254445,0.031254029999956856
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep23__38d4f51951c0eff5,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,23,876643930.0,42,success,True,True,0.6336249569687302,3.2645237078270855,0.9562695225345827,121.0,43.0,78.0,78.0,0.0,78.0,0.0,5.144594850999965,5.144025748999979
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep24__4c131686da31290e,swiss_roll_with_hole,conventional,sigma_0.03,0.03,24,1005606101.0,42,success,True,True,0.5897686254930612,3.092738502368835,0.9540383757251227,136.0,55.0,81.0,81.0,0.0,81.0,0.0,0.02954150099958497,0.029540290999989338
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep24__afb0fa247b85df0e,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,24,1005606101.0,42,success,True,True,0.8813968930819875,2.7638392376490293,0.9540383757251227,124.0,43.0,81.0,81.0,0.0,81.0,0.0,5.041349191000336,5.040806818999954
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep25__dce22639979e79a7,swiss_roll_with_hole,conventional,sigma_0.03,0.03,25,793851595.0,42,success,True,True,0.21075056694737881,2.08382476658607,0.9558232931726908,130.0,53.0,77.0,77.0,0.0,77.0,0.0,0.029640432000633155,0.029634848999990027
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep25__e83ea99c54ce703a,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,25,793851595.0,42,success,True,True,0.4427982754660498,1.8880948794992443,0.9558232931726908,120.0,43.0,77.0,77.0,0.0,77.0,0.0,5.110563516999719,5.1098963100000105
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep26__259a69b17eadc6c2,swiss_roll_with_hole,conventional,sigma_0.03,0.03,26,1550280195.0,42,success,True,True,1.087035473429653,4.290701871254,0.9531459170013387,148.0,66.0,82.0,82.0,0.0,82.0,0.0,0.03384311699937825,0.033838312000000315
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep26__a0a8d3b1842d4142,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,26,1550280195.0,42,success,True,True,0.90262918296522,3.8773652023806644,0.9531459170013387,128.0,46.0,82.0,82.0,0.0,82.0,0.0,5.163807963000181,5.163397508000003
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep27__681de457ee52c5c2,swiss_roll_with_hole,conventional,sigma_0.03,0.03,27,785821511.0,42,success,True,True,0.2960523384656568,2.053942754380737,0.9558232931726908,143.0,58.0,85.0,85.0,0.0,85.0,0.0,0.030755495999983395,0.03075256800002535
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep27__e5e77cd41078163e,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,27,785821511.0,42,success,True,True,0.6004166043731125,2.813839674687755,0.9558232931726908,130.0,45.0,85.0,85.0,0.0,85.0,0.0,5.037183870999797,5.036682543999973
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep28__7a61e7ceda6f9ba5,swiss_roll_with_hole,conventional,sigma_0.03,0.03,28,1419302930.0,42,success,True,True,0.3745892948637586,2.915477830391628,0.9531459170013387,135.0,56.0,79.0,79.0,0.0,79.0,0.0,0.030615166000643512,0.030613745999971798
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep28__dc5416b461a10a16,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,28,1419302930.0,42,success,True,True,0.6348622322654105,3.802836272868161,0.9531459170013387,131.0,52.0,79.0,79.0,0.0,79.0,0.0,5.218883102000291,5.21800714699998
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep29__0ae02cc1ba96d556,swiss_roll_with_hole,conventional,sigma_0.03,0.03,29,1907008646.0,42,success,True,True,0.6258219694568483,3.815599238692094,0.9531459170013387,132.0,58.0,74.0,74.0,0.0,74.0,0.0,0.03552507099993818,0.035457211999982974
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep29__120e59e005a759e3,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,29,1907008646.0,42,success,True,True,0.3382199991096533,2.933439591814405,0.9531459170013387,119.0,45.0,74.0,74.0,0.0,74.0,0.0,4.989630589000626,4.988652276000039
M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep30__c63de71d8f205564,swiss_roll_with_hole,conventional,sigma_0.03,0.03,30,90455887.0,42,success,True,True,0.5904459924227545,3.7363992439762193,0.9522534582775547,138.0,60.0,78.0,78.0,0.0,78.0,0.0,0.03207085600024584,0.03206774699998505
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep30__57599a2269ba9454,swiss_roll_with_hole,f_mapper,sigma_0.03,0.03,30,90455887.0,42,success,True,True,0.957983215494222,4.26910470869319,0.9522534582775547,123.0,45.0,78.0,78.0,0.0,78.0,0.0,5.306054415999824,5.305262513999992
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep1__fbb9da425f396cee,swiss_roll_with_hole,conventional,sigma_0.05,0.05,1,422427417.0,42,success,True,True,0.9836814636247482,4.251094462876562,0.9531459170013387,140.0,60.0,80.0,80.0,0.0,80.0,0.0,0.03742084799978329,0.03741483800001788
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep1__6bfff4dce9a4cd8e,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,1,422427417.0,42,success,True,True,0.5149100164052776,4.4603923442648945,0.9531459170013387,127.0,47.0,80.0,80.0,0.0,80.0,0.0,5.46015036999961,5.459754300999975
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep2__c9600b5f572e38ee,swiss_roll_with_hole,conventional,sigma_0.05,0.05,2,1197903840.0,42,success,True,True,0.9643474053040766,6.357970156202207,0.9549308344489067,144.0,64.0,80.0,80.0,0.0,80.0,0.0,0.03013562300020567,0.030142772000033347
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep2__83e8d6bc40ea3fa6,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,2,1197903840.0,42,success,True,True,0.5138385480925898,5.885685665742043,0.9549308344489067,137.0,57.0,80.0,80.0,0.0,80.0,0.0,5.4111103619998175,5.410315775000015
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep3__05780819efb8507a,swiss_roll_with_hole,conventional,sigma_0.05,0.05,3,349249697.0,42,success,True,True,0.4100340966076317,4.028625440704985,0.9509147701918786,144.0,60.0,84.0,84.0,0.0,84.0,0.0,0.03085991600073612,0.0308584459999679
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep3__fca4fb7de3438b7c,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,3,349249697.0,42,success,True,True,0.5347971558641156,3.6109799489844145,0.9509147701918786,133.0,49.0,84.0,84.0,0.0,84.0,0.0,5.116914078999798,5.116086435999989
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep4__8b35dd305ba514b4,swiss_roll_with_hole,conventional,sigma_0.05,0.05,4,803254507.0,42,success,True,True,0.7429121224389839,4.713267666424068,0.9491298527443106,135.0,59.0,76.0,76.0,0.0,76.0,0.0,0.029560616999333433,0.029555740000034803
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep4__0e54f85fe0ee139a,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,4,803254507.0,42,success,True,True,0.8066552641743558,4.052447100105134,0.9491298527443106,123.0,47.0,76.0,76.0,0.0,76.0,0.0,5.386260725000284,5.384942727999999
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep5__b70b3a823f38accd,swiss_roll_with_hole,conventional,sigma_0.05,0.05,5,427393572.0,42,success,True,True,0.9628068570310617,5.899851940973495,0.9549308344489067,148.0,66.0,82.0,82.0,0.0,82.0,0.0,0.03681199600032414,0.036810363000029156
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep5__5e7d1b864e72c682,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,5,427393572.0,42,success,True,True,0.7366779265481473,4.654160785231513,0.9549308344489067,129.0,47.0,82.0,82.0,0.0,82.0,0.0,5.407189890000154,5.4057775310000125
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep6__c4955e24a1b376ad,swiss_roll_with_hole,conventional,sigma_0.05,0.05,6,855605317.0,42,success,True,True,0.6041582459414969,4.033026549282248,0.9491298527443106,146.0,62.0,84.0,84.0,0.0,84.0,0.0,0.0322730549996777,0.03226943599997867
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep6__d18f78e9f37f9b6e,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,6,855605317.0,42,success,True,True,0.651094674191544,3.9602531634853317,0.9491298527443106,129.0,45.0,84.0,84.0,0.0,84.0,0.0,5.328923089999989,5.328547869999966
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep7__b7bd5fc82f638562,swiss_roll_with_hole,conventional,sigma_0.05,0.05,7,1414254543.0,42,success,True,True,0.39692685084038004,3.273387181844913,0.9549308344489067,143.0,59.0,84.0,84.0,0.0,84.0,0.0,0.03131523200045194,0.03130637700002126
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep7__ba29b6e03b386b14,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,7,1414254543.0,42,success,True,True,0.5920377949214313,2.8804009914550748,0.9549308344489067,126.0,42.0,84.0,84.0,0.0,84.0,0.0,4.7893830640005035,4.788558869999974
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep8__77db14f852a57e2d,swiss_roll_with_hole,conventional,sigma_0.05,0.05,8,2006428375.0,42,success,True,True,0.39692685084038004,4.1236654099610135,0.9513609995537706,142.0,59.0,83.0,83.0,0.0,83.0,0.0,0.03076891999990039,0.03076744600002712
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep8__4b025d79b9d021ed,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,8,2006428375.0,42,success,True,True,0.5122317375009917,4.823701194265352,0.9513609995537706,129.0,46.0,83.0,83.0,0.0,83.0,0.0,4.860955787999956,4.8600937240000235
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep9__307e172a12aa83fe,swiss_roll_with_hole,conventional,sigma_0.05,0.05,9,1064435465.0,42,success,True,True,0.39692685084038004,3.57993662501951,0.9500223114680946,151.0,63.0,88.0,88.0,0.0,88.0,0.0,0.033064665999518184,0.0330669130000274
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep9__5274af1bd34f19b9,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,9,1064435465.0,42,success,True,True,0.296831583791489,2.9925936356182925,0.9500223114680946,137.0,49.0,88.0,88.0,0.0,88.0,0.0,5.143588048999845,5.142632738999964
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep10__bf0f8827d1077303,swiss_roll_with_hole,conventional,sigma_0.05,0.05,10,576197390.0,42,success,True,True,0.863348449306887,5.327859613571995,0.9468987059348505,146.0,60.0,86.0,86.0,0.0,86.0,0.0,0.03465841199977149,0.03465655900004094
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep10__729cdca28c707a06,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,10,576197390.0,42,success,True,True,0.962355712428181,4.81717631312513,0.9468987059348505,134.0,48.0,86.0,86.0,0.0,86.0,0.0,5.609812001999671,5.609318463000022
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep11__fab8e50909716b23,swiss_roll_with_hole,conventional,sigma_0.05,0.05,11,1415190193.0,42,success,True,True,0.29355125218988043,3.4204566167013217,0.9509147701918786,136.0,57.0,79.0,79.0,0.0,79.0,0.0,0.033210888000212435,0.03321060299998635
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep11__d310080d94983097,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,11,1415190193.0,42,success,True,True,0.8510877381737196,4.686816697967474,0.9509147701918786,123.0,45.0,79.0,79.0,1.0,79.0,1.0,5.690631457999189,5.690155993000019
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep12__ade2b1d6e7643a47,swiss_roll_with_hole,conventional,sigma_0.05,0.05,12,1669022502.0,42,success,True,True,0.5718664070598791,3.811556928282719,0.9522534582775547,147.0,67.0,80.0,80.0,0.0,80.0,0.0,0.03115922100005264,0.031157788000029996
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep12__4faf61e9e7714a4d,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,12,1669022502.0,42,success,True,True,0.6952100037552729,3.998612286569847,0.9522534582775547,134.0,54.0,80.0,80.0,0.0,80.0,0.0,5.180862189999971,5.180523017999974
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep13__cddb7d3cf5906365,swiss_roll_with_hole,conventional,sigma_0.05,0.05,13,1122729275.0,42,success,True,True,0.38919987162192093,3.6237682727871623,0.9482373940205265,137.0,57.0,80.0,80.0,0.0,80.0,0.0,0.03394325699991896,0.03395054300000311
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep13__76bf383634b5b9df,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,13,1122729275.0,42,success,True,True,0.5344271992515459,3.4275315329283416,0.9482373940205265,127.0,47.0,80.0,80.0,0.0,80.0,0.0,5.776620159999766,5.77587121800002
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep14__f321eb4791e0de8d,swiss_roll_with_hole,conventional,sigma_0.05,0.05,14,701684605.0,42,success,True,True,0.4065933673830937,3.154630584396593,0.9486836233824185,145.0,61.0,84.0,84.0,0.0,84.0,0.0,0.02985792700019374,0.029856174000030933
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep14__0bc9496a94dd04c7,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,14,701684605.0,42,success,True,True,0.4973245026639006,4.5525915260568155,0.9486836233824185,129.0,45.0,84.0,84.0,0.0,84.0,0.0,5.373213795999618,5.37078524399999
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep15__5fb4cb78c1223fc4,swiss_roll_with_hole,conventional,sigma_0.05,0.05,15,721670783.0,42,success,True,True,0.2960523384656568,2.9620715358538305,0.9500223114680946,140.0,55.0,85.0,85.0,0.0,85.0,0.0,0.030939567999666906,0.03093809599999986
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep15__9e2583b8d18ee299,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,15,721670783.0,42,success,True,True,0.433259455020945,3.0031811782332873,0.9500223114680946,132.0,47.0,85.0,85.0,0.0,85.0,0.0,5.799749159999919,5.799192722000043
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep16__da6b5c862ec6e44e,swiss_roll_with_hole,conventional,sigma_0.05,0.05,16,1411525320.0,42,success,True,True,0.6121279120564211,4.6726584877901285,0.9531459170013387,140.0,64.0,76.0,76.0,0.0,76.0,0.0,0.03056635000029928,0.03055828300000485
M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep16__73225c960d49c6f1,swiss_roll_with_hole,f_mapper,sigma_0.05,0.05,16,1411525320.0,42,success,True,True,0.5722896788630276,4.235485422491237,0.9531459170013387,119.0,43.0,76.0,76.0,0.0,76.0,0.0,4.836073343999487,4.835437495000008
M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep17__29ea917bdffcf942,swiss_roll_with_hole,conventional,sigma_0.05,0.05,17,315409796.0,42,success,True,True,0.5731590291275754,4.065897690923605,0.9518072289156626,153.0,60.0,93.0,93.0,0.0,93.0,0.0,0.04199030600011611,0.04198769500004573
