planned_unit_id,historical_source_run_id,dataset_id,method_id,sigma,replicate,r0_clean_match,r0_pert_match,historical_status,reconstructed_status,status_match,structural_fingerprint_match,pullback_identity_match,membership_persisted
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep7__ba29b6e03b386b14,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep7__ba29b6e03b386b14,swiss_roll_with_hole,f_mapper,0.05,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep8__77db14f852a57e2d,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep8__77db14f852a57e2d,swiss_roll_with_hole,conventional,0.05,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep8__4b025d79b9d021ed,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep8__4b025d79b9d021ed,swiss_roll_with_hole,f_mapper,0.05,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep9__307e172a12aa83fe,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep9__307e172a12aa83fe,swiss_roll_with_hole,conventional,0.05,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep9__5274af1bd34f19b9,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep9__5274af1bd34f19b9,swiss_roll_with_hole,f_mapper,0.05,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep10__bf0f8827d1077303,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep10__bf0f8827d1077303,swiss_roll_with_hole,conventional,0.05,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep10__729cdca28c707a06,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep10__729cdca28c707a06,swiss_roll_with_hole,f_mapper,0.05,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep11__fab8e50909716b23,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep11__fab8e50909716b23,swiss_roll_with_hole,conventional,0.05,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep11__d310080d94983097,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep11__d310080d94983097,swiss_roll_with_hole,f_mapper,0.05,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep12__ade2b1d6e7643a47,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep12__ade2b1d6e7643a47,swiss_roll_with_hole,conventional,0.05,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep12__4faf61e9e7714a4d,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep12__4faf61e9e7714a4d,swiss_roll_with_hole,f_mapper,0.05,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep13__cddb7d3cf5906365,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep13__cddb7d3cf5906365,swiss_roll_with_hole,conventional,0.05,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep13__76bf383634b5b9df,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep13__76bf383634b5b9df,swiss_roll_with_hole,f_mapper,0.05,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep14__f321eb4791e0de8d,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep14__f321eb4791e0de8d,swiss_roll_with_hole,conventional,0.05,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep14__0bc9496a94dd04c7,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep14__0bc9496a94dd04c7,swiss_roll_with_hole,f_mapper,0.05,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep15__5fb4cb78c1223fc4,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep15__5fb4cb78c1223fc4,swiss_roll_with_hole,conventional,0.05,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep15__9e2583b8d18ee299,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep15__9e2583b8d18ee299,swiss_roll_with_hole,f_mapper,0.05,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep16__da6b5c862ec6e44e,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep16__da6b5c862ec6e44e,swiss_roll_with_hole,conventional,0.05,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep16__73225c960d49c6f1,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep16__73225c960d49c6f1,swiss_roll_with_hole,f_mapper,0.05,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep17__29ea917bdffcf942,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep17__29ea917bdffcf942,swiss_roll_with_hole,conventional,0.05,17,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep17__0e1b4825efb499b3,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep17__0e1b4825efb499b3,swiss_roll_with_hole,f_mapper,0.05,17,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep18__46a7d5c4af0707a4,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep18__46a7d5c4af0707a4,swiss_roll_with_hole,conventional,0.05,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep18__1fca655699e2598e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep18__1fca655699e2598e,swiss_roll_with_hole,f_mapper,0.05,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep19__30a0d6cad872a9e3,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep19__30a0d6cad872a9e3,swiss_roll_with_hole,conventional,0.05,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep19__b677a563b93dd910,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep19__b677a563b93dd910,swiss_roll_with_hole,f_mapper,0.05,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep20__940658b96c9fc7b3,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep20__940658b96c9fc7b3,swiss_roll_with_hole,conventional,0.05,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep20__b3ae5954e119fa9e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep20__b3ae5954e119fa9e,swiss_roll_with_hole,f_mapper,0.05,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep21__f140c9b0874765f6,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep21__f140c9b0874765f6,swiss_roll_with_hole,conventional,0.05,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep21__ab6ab3744a72ad32,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep21__ab6ab3744a72ad32,swiss_roll_with_hole,f_mapper,0.05,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep22__0289c0e5c94437aa,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep22__0289c0e5c94437aa,swiss_roll_with_hole,conventional,0.05,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep22__18072bb7a4606e98,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep22__18072bb7a4606e98,swiss_roll_with_hole,f_mapper,0.05,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep23__35264a3be3f28396,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep23__35264a3be3f28396,swiss_roll_with_hole,conventional,0.05,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep23__8ca05981553aaf96,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep23__8ca05981553aaf96,swiss_roll_with_hole,f_mapper,0.05,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep24__28d186c56af3bdc1,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep24__28d186c56af3bdc1,swiss_roll_with_hole,conventional,0.05,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep24__79df89bdbeb32bcd,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep24__79df89bdbeb32bcd,swiss_roll_with_hole,f_mapper,0.05,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep25__50c8c6622d831a7a,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep25__50c8c6622d831a7a,swiss_roll_with_hole,conventional,0.05,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep25__4c56a45aa551974f,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep25__4c56a45aa551974f,swiss_roll_with_hole,f_mapper,0.05,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep26__80ba81fd5a62a1b3,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep26__80ba81fd5a62a1b3,swiss_roll_with_hole,conventional,0.05,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep26__009e071fec7602d9,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep26__009e071fec7602d9,swiss_roll_with_hole,f_mapper,0.05,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep27__59cf2f5684f91bd9,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep27__59cf2f5684f91bd9,swiss_roll_with_hole,conventional,0.05,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep27__ff5f7e091c6523a0,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep27__ff5f7e091c6523a0,swiss_roll_with_hole,f_mapper,0.05,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep28__46325681f13087ea,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep28__46325681f13087ea,swiss_roll_with_hole,conventional,0.05,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep28__7dde9443159fbbd1,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep28__7dde9443159fbbd1,swiss_roll_with_hole,f_mapper,0.05,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep29__bebb2cabeb342e8c,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep29__bebb2cabeb342e8c,swiss_roll_with_hole,conventional,0.05,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep29__1b8162a77e8e574d,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep29__1b8162a77e8e574d,swiss_roll_with_hole,f_mapper,0.05,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep30__850a5d57bbe544f4,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep30__850a5d57bbe544f4,swiss_roll_with_hole,conventional,0.05,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep30__d687b977a13bdee1,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep30__d687b977a13bdee1,swiss_roll_with_hole,f_mapper,0.05,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep1__ae95f4ae75a08ffe,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep1__ae95f4ae75a08ffe,swiss_roll_with_hole,conventional,0.08,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep1__cf30d1e3c923d4d5,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep1__cf30d1e3c923d4d5,swiss_roll_with_hole,f_mapper,0.08,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep2__0db080d9de2dbfb1,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep2__0db080d9de2dbfb1,swiss_roll_with_hole,conventional,0.08,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep2__a9c6bb57eb9e2abf,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep2__a9c6bb57eb9e2abf,swiss_roll_with_hole,f_mapper,0.08,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep3__4ddc076cfb69dfaa,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep3__4ddc076cfb69dfaa,swiss_roll_with_hole,conventional,0.08,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep3__057be61a4f20ac1c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep3__057be61a4f20ac1c,swiss_roll_with_hole,f_mapper,0.08,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep4__a72d4fc622ba584e,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep4__a72d4fc622ba584e,swiss_roll_with_hole,conventional,0.08,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep4__92af4a3bf94168fe,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep4__92af4a3bf94168fe,swiss_roll_with_hole,f_mapper,0.08,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep5__07196e8c14d63029,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep5__07196e8c14d63029,swiss_roll_with_hole,conventional,0.08,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep5__7a630041a26ed4a1,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep5__7a630041a26ed4a1,swiss_roll_with_hole,f_mapper,0.08,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep6__bd74792a5e978696,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep6__bd74792a5e978696,swiss_roll_with_hole,conventional,0.08,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep6__ec2974003b84f618,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep6__ec2974003b84f618,swiss_roll_with_hole,f_mapper,0.08,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep7__aeeb62232172b452,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep7__aeeb62232172b452,swiss_roll_with_hole,conventional,0.08,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep7__9a69364dd8d1cab7,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep7__9a69364dd8d1cab7,swiss_roll_with_hole,f_mapper,0.08,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep8__d1a8da0509709451,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep8__d1a8da0509709451,swiss_roll_with_hole,conventional,0.08,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep8__148d47b57cf1aad8,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep8__148d47b57cf1aad8,swiss_roll_with_hole,f_mapper,0.08,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep9__beef390a064c802f,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep9__beef390a064c802f,swiss_roll_with_hole,conventional,0.08,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep9__15af88b49b4314dd,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep9__15af88b49b4314dd,swiss_roll_with_hole,f_mapper,0.08,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep10__12feddcefd7d25e3,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep10__12feddcefd7d25e3,swiss_roll_with_hole,conventional,0.08,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep10__70dfde08c7b0ca77,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep10__70dfde08c7b0ca77,swiss_roll_with_hole,f_mapper,0.08,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep11__a84638ba2316eb29,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep11__a84638ba2316eb29,swiss_roll_with_hole,conventional,0.08,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep11__2a49e2127c378d97,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep11__2a49e2127c378d97,swiss_roll_with_hole,f_mapper,0.08,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep12__17faec61b1058bad,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep12__17faec61b1058bad,swiss_roll_with_hole,conventional,0.08,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep12__47dbfe29d7c8f281,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep12__47dbfe29d7c8f281,swiss_roll_with_hole,f_mapper,0.08,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep13__8f43001274c96b88,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep13__8f43001274c96b88,swiss_roll_with_hole,conventional,0.08,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep13__e535e33d1cb8a81e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep13__e535e33d1cb8a81e,swiss_roll_with_hole,f_mapper,0.08,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep14__0f343af335a51234,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep14__0f343af335a51234,swiss_roll_with_hole,conventional,0.08,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep14__b1a974cb1261b77e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep14__b1a974cb1261b77e,swiss_roll_with_hole,f_mapper,0.08,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep15__1e526cae01706851,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep15__1e526cae01706851,swiss_roll_with_hole,conventional,0.08,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep15__ae59d491a5522055,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep15__ae59d491a5522055,swiss_roll_with_hole,f_mapper,0.08,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep16__ba3c882ab2dd1b0f,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep16__ba3c882ab2dd1b0f,swiss_roll_with_hole,conventional,0.08,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep16__976e0e4671a3ac4c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep16__976e0e4671a3ac4c,swiss_roll_with_hole,f_mapper,0.08,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep17__bab0a4f5adfebd88,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep17__bab0a4f5adfebd88,swiss_roll_with_hole,conventional,0.08,17,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep17__e4a48506c2a30603,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep17__e4a48506c2a30603,swiss_roll_with_hole,f_mapper,0.08,17,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep18__fd88b9a9392fddab,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep18__fd88b9a9392fddab,swiss_roll_with_hole,conventional,0.08,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep18__14ec3892eeecdec4,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep18__14ec3892eeecdec4,swiss_roll_with_hole,f_mapper,0.08,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep19__39dcf2dc2116f718,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep19__39dcf2dc2116f718,swiss_roll_with_hole,conventional,0.08,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep19__f9b7712d1ef5535e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep19__f9b7712d1ef5535e,swiss_roll_with_hole,f_mapper,0.08,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep20__1a539e4ee72b6e0a,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep20__1a539e4ee72b6e0a,swiss_roll_with_hole,conventional,0.08,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep20__fa3295c4e9002a1c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep20__fa3295c4e9002a1c,swiss_roll_with_hole,f_mapper,0.08,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep21__5ebcdccf9fbff035,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep21__5ebcdccf9fbff035,swiss_roll_with_hole,conventional,0.08,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep21__a4f76410b9d88b07,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep21__a4f76410b9d88b07,swiss_roll_with_hole,f_mapper,0.08,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep22__c340efe205b76274,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep22__c340efe205b76274,swiss_roll_with_hole,conventional,0.08,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep22__9d4e7ef58d41deb7,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep22__9d4e7ef58d41deb7,swiss_roll_with_hole,f_mapper,0.08,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep23__37ac28fa551a0a11,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep23__37ac28fa551a0a11,swiss_roll_with_hole,conventional,0.08,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep23__32d2b4510fcaa8b2,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep23__32d2b4510fcaa8b2,swiss_roll_with_hole,f_mapper,0.08,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep24__78ec5abf3552a4c2,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep24__78ec5abf3552a4c2,swiss_roll_with_hole,conventional,0.08,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep24__df8284553cd7597c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep24__df8284553cd7597c,swiss_roll_with_hole,f_mapper,0.08,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep25__93664a90b9e98175,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep25__93664a90b9e98175,swiss_roll_with_hole,conventional,0.08,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep25__e1bbd4d3b5419c8f,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.08__rep25__e1bbd4d3b5419c8f,swiss_roll_with_hole,f_mapper,0.08,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep26__95704577ba05f1e8,M6A2__swiss_roll_with_hole__conventional__sigma_0.08__rep26__95704577ba05f1e8,swiss_roll_with_hole,conventional,0.08,26,True,True,success,success,True,True,True,True
