matched_index_id,historical_source_run_id,shared_construction_id,axis1_record_id,axis2_record_id,dataset_id,method_id,noise_sigma,replicate_id,clean_dataset_hash,perturbed_dataset_hash,evidence_role
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep19,,13a9ab264c98c01cbf2e79910fa252f393fedabf55324486a262f468ab335683,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep19,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep19,digits_1797x64_scaled16,f_mapper,0.01,19,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,2a1be71df9c4e5dd809867e70b38a5fd68e1b5883ef3d1b35648096b002fa73b,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep20,,db6f2f7f924ae8d55c437d3ae342f03a756eab07a89936a1461d52c98ade365d,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep20,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep20,digits_1797x64_scaled16,conventional,0.01,20,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,34b8c2b8938d8770cf24b8c1c5ebd8198d5495251d34a0be2f99a4cbeac8f523,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep20,,bdf3989fc0f7f2873273c0157b9c424a596b53d8ff279d6dcd760da7fd0325d9,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep20,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep20,digits_1797x64_scaled16,f_mapper,0.01,20,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,34b8c2b8938d8770cf24b8c1c5ebd8198d5495251d34a0be2f99a4cbeac8f523,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep21,,a7222d3a4bea4cf533160a11679bc4e7a809e9c8ab4d4f5dc680d4d715ccd147,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep21,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep21,digits_1797x64_scaled16,conventional,0.01,21,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,c1a8603e50ed7893d52c4b0db5d44622a504e1a133161342b1ed23c01b3d84ab,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep21,,61a3964ee9c8ea3cd71148ebdcf3f12f4ea995854766dbdb544fd755899feb3e,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep21,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep21,digits_1797x64_scaled16,f_mapper,0.01,21,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,c1a8603e50ed7893d52c4b0db5d44622a504e1a133161342b1ed23c01b3d84ab,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep22,,2508e4d1b3c8587e804d5d5a973cca1902d256ffb096f7e0767c8a0d9f350f16,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep22,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep22,digits_1797x64_scaled16,conventional,0.01,22,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,236281019188faebeb5d24bae5efd159f3b1686f19f78b14cee67a5e4b416eea,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep22,,a0b24f7667018bb2e8ff8a2ae29c65cb08785310e26e3cdc316044a3bc8d674b,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep22,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep22,digits_1797x64_scaled16,f_mapper,0.01,22,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,236281019188faebeb5d24bae5efd159f3b1686f19f78b14cee67a5e4b416eea,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep23,,d1d0ebb6a97d76abd53ca8affbd85fc81e8fb0ae55b32da032a94a446de86fba,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep23,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep23,digits_1797x64_scaled16,conventional,0.01,23,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,0e9e0ef66305baf74ced0b7962ddf3078d96008dafbf6c5ade4dcb593fbbc562,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep23,,11824da6c8a24be1bed4c4c1d3e7a556beba82f712a9fcf21dac4dc181995c9d,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep23,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep23,digits_1797x64_scaled16,f_mapper,0.01,23,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,0e9e0ef66305baf74ced0b7962ddf3078d96008dafbf6c5ade4dcb593fbbc562,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep24,,717d9eb424a7da8df1592b82c2b489f26a620100383911357187811e84d393c5,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep24,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep24,digits_1797x64_scaled16,conventional,0.01,24,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,63d09c6bf0a840669f2dc4bd7402cd90c87c734235e1265413cf3cf1e92ff8ba,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep24,,df3de811cea0e643c7699612d4f27d05b6a55b84c823ae0c282c443e9388f001,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep24,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep24,digits_1797x64_scaled16,f_mapper,0.01,24,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,63d09c6bf0a840669f2dc4bd7402cd90c87c734235e1265413cf3cf1e92ff8ba,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep25,,0c40d7e325daa12fbff474953c2f2bf8e3949da161cd380507880c3dad477416,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep25,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep25,digits_1797x64_scaled16,conventional,0.01,25,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,d6b534ac84f41f0fb1b0f756b9fa9349ac81e852f56c2d160389762934bcb28b,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep25,,f94a3a1f4c68071920c4899893565c5fb95eb657571b8b258c8871d9edbc51ca,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep25,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep25,digits_1797x64_scaled16,f_mapper,0.01,25,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,d6b534ac84f41f0fb1b0f756b9fa9349ac81e852f56c2d160389762934bcb28b,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep26,,f4721560ddcd233df1e3d5cc6a4aae6cb6f5f1bb7cc1a01c929f9081b9362084,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep26,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep26,digits_1797x64_scaled16,conventional,0.01,26,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,df1cc96ab542c037f3547da054b00211ac7ce783ff01a0bcfd139e6404e27cd2,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep26,,cbe27bad17f94ce49b074593e32ccca38aaed3e7982ca2fc7fb6d2964dbc2795,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep26,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep26,digits_1797x64_scaled16,f_mapper,0.01,26,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,df1cc96ab542c037f3547da054b00211ac7ce783ff01a0bcfd139e6404e27cd2,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep27,,7955ff2e0efca0f65e2e268800a88bb371b82badd43230e25d93e609808dc30f,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep27,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep27,digits_1797x64_scaled16,conventional,0.01,27,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,5b940779a009d76446c0ff78dc777b644efebdc732fe866a43b444f83296af49,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep27,,54fb3b10eeac0905ec8977fa60009be43f5a87eca1d63ee8e763af19745c27fb,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep27,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep27,digits_1797x64_scaled16,f_mapper,0.01,27,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,5b940779a009d76446c0ff78dc777b644efebdc732fe866a43b444f83296af49,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep28,,f7085a46d499ffcf252b69a3c47b6980552e3898d750f74c76a796688e567c1c,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep28,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep28,digits_1797x64_scaled16,conventional,0.01,28,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,7a0e867fa62039d0a72c45c4cff5376ba02ef3640483b5fc32b0afa9c9fd1ce1,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep28,,1563ea374d1c2aa2993e6e2b081e460720508e9c8a107eb8b1765a459634c24c,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep28,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep28,digits_1797x64_scaled16,f_mapper,0.01,28,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,7a0e867fa62039d0a72c45c4cff5376ba02ef3640483b5fc32b0afa9c9fd1ce1,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep29,,6097b8dd3451fc8248ceacf940a5e8d1496f24c5397aaab336d54b2a892c9227,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep29,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep29,digits_1797x64_scaled16,conventional,0.01,29,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,4b5e76d401ac256c585e5f0c1e9bfe86ba6c9f32c8969864d66f960b530e93f1,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep29,,75f7da03dd62642a8ad659b99394bbc42a32c85e4fd93d6a3980210fc0bae306,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep29,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep29,digits_1797x64_scaled16,f_mapper,0.01,29,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,4b5e76d401ac256c585e5f0c1e9bfe86ba6c9f32c8969864d66f960b530e93f1,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.01__rep30,,0632d2fd49933388e231a66ba7a9504c9554bf71f616e67d6bd8bc12fd7a7d8f,AXIS1__N1_C_DIGITS__conventional__sigma_0.01__rep30,AXIS2__N1_C_DIGITS__conventional__sigma_0.01__rep30,digits_1797x64_scaled16,conventional,0.01,30,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,aec24163e1dd632b7a30a17be2d81de2903f76722d1a4294f9323e13fcc8d491,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.01__rep30,,c3c9be75ed09738e5d99dfb9b3d8fe15e0f31c09353c109228ac641021c7d52e,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep30,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep30,digits_1797x64_scaled16,f_mapper,0.01,30,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,aec24163e1dd632b7a30a17be2d81de2903f76722d1a4294f9323e13fcc8d491,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep01,,6b4f0cabba7aaf73ca0a7be56a5bdfbd529e0c94d8c4aebb2a5f0388db15cf40,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep01,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep01,digits_1797x64_scaled16,conventional,0.03,1,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,24053bc476f061c8d5320d3b6feccf833fc6496fdfb25b11a8c31e8348ebeb75,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep01,,caef1253bc12cd1f4f9ff6f1964fbb9302425fb02872c03ded95056bb31a407d,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep01,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep01,digits_1797x64_scaled16,f_mapper,0.03,1,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,24053bc476f061c8d5320d3b6feccf833fc6496fdfb25b11a8c31e8348ebeb75,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep02,,54a50c0a34f5a98cff94ca7e9deef6b7313a164b80709558371202ca5fb24bea,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep02,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep02,digits_1797x64_scaled16,conventional,0.03,2,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,2238930f8bd3691628a59e4866c8f4a7487e6a2177c4d85fefd1c94c5a81d229,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep02,,5064cb46a8337dfee104d9e7630f0ae5f40ea30f11e3780e0d8158a17624f200,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep02,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep02,digits_1797x64_scaled16,f_mapper,0.03,2,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,2238930f8bd3691628a59e4866c8f4a7487e6a2177c4d85fefd1c94c5a81d229,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep03,,531bb362c6764df5afb8a207f30adb809b88eb8f642701d597794f0ff3223f9a,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep03,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep03,digits_1797x64_scaled16,conventional,0.03,3,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,4aaf21fa3c79aacf63bd152fc6bcba28ed701665cb5703d319f03d71e1e720c3,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep03,,2d74f8a4e1b70ae3e0cad7c99e869ee7d903531e87b274210a883cccbea9af64,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep03,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep03,digits_1797x64_scaled16,f_mapper,0.03,3,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,4aaf21fa3c79aacf63bd152fc6bcba28ed701665cb5703d319f03d71e1e720c3,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep04,,aab68c0ec5e58637bc953052ceb1025eb7bea07d889f8147be0de6e7052d58ec,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep04,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep04,digits_1797x64_scaled16,conventional,0.03,4,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,db733b4fae77836f6b689cb63e588c7d9e95561d68276a44557ce7bbb590ef11,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep04,,d44b32021b9b1c21dde4c3ddb2f1be3b698b88eeacfc574f3902d8ff073228ac,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep04,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep04,digits_1797x64_scaled16,f_mapper,0.03,4,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,db733b4fae77836f6b689cb63e588c7d9e95561d68276a44557ce7bbb590ef11,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep05,,eb275a7eb0ea67a14d2c1aec2eed30c1ace87e059e2972b5615a9b0713b13a52,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep05,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep05,digits_1797x64_scaled16,conventional,0.03,5,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,e14668b8258e9b8904167c614700061db1af98af14456014971414ba1e24d4e8,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep05,,674b4149cee7fd527be213f715160054091fb9d8dd22606e0680ee4d52ba1db2,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep05,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep05,digits_1797x64_scaled16,f_mapper,0.03,5,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,e14668b8258e9b8904167c614700061db1af98af14456014971414ba1e24d4e8,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep06,,4155c34bb62a7ac01bfe5e6ffd719d3401d1fdd31187ada924bbb5ff57169408,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep06,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep06,digits_1797x64_scaled16,conventional,0.03,6,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,4e042dbc8657d44d9e9d4d1bb30538a2801457ba5844e5ee5cb09e8db846c005,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep06,,6ca8a16a24dc7ebe3e0458f72558c06aa5e83fdf819d0046ff637d25deeb94f0,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep06,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep06,digits_1797x64_scaled16,f_mapper,0.03,6,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,4e042dbc8657d44d9e9d4d1bb30538a2801457ba5844e5ee5cb09e8db846c005,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep07,,b7d555753e65547bdbe4f29faa07de75468726614ac6fa5f5c6ca987c9ac6cbb,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep07,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep07,digits_1797x64_scaled16,conventional,0.03,7,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,8de9c7b6d380b7ed6c36b0d90cf70fe0b780a8533cf2b379058e96e8c87f6d98,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep07,,dd477b494f5967ad8373c1a424a30478333ff1550b77aeb4e3c48973d50afdf2,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep07,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep07,digits_1797x64_scaled16,f_mapper,0.03,7,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,8de9c7b6d380b7ed6c36b0d90cf70fe0b780a8533cf2b379058e96e8c87f6d98,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep08,,f1917ce35bb003d400df5574a3352eaa3315a7d6e9d9da00e70a55641fafecd9,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep08,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep08,digits_1797x64_scaled16,conventional,0.03,8,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,6ae904ef778cc2b26ae7d25b0d3deaa583cfcb88f46d97a130f56a759c25f419,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep08,,9f8070962c88a89d2598618cbb95df2d55c42c2cc28d503241cffd7fb883b378,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep08,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep08,digits_1797x64_scaled16,f_mapper,0.03,8,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,6ae904ef778cc2b26ae7d25b0d3deaa583cfcb88f46d97a130f56a759c25f419,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep09,,d93610ff7ef66657bc601f7d6f20f9955690af3e9fda78621145ba79ff3b7133,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep09,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep09,digits_1797x64_scaled16,conventional,0.03,9,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,ca7d2c5a4d45def0de3134f84c546d57842b1aaa619bfe43296346e75bf3e86c,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep09,,f911500fc599aaafd26eef0641f79649c893577371e6aef69e4d8301dbc2990a,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep09,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep09,digits_1797x64_scaled16,f_mapper,0.03,9,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,ca7d2c5a4d45def0de3134f84c546d57842b1aaa619bfe43296346e75bf3e86c,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep10,,b331986b96c86028e52ec67b70e84471ac71be8631bbfe1e5944ffa3a350fc36,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep10,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep10,digits_1797x64_scaled16,conventional,0.03,10,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,bc6af0960b0b39c7f0a78d85fd02cbed60abbe9c3c4a185f2b2989a339969218,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep10,,63a010e955203bfa06fde5e4e7114d407d84a39e7ea784835ca1d06e0b45cb81,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep10,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep10,digits_1797x64_scaled16,f_mapper,0.03,10,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,bc6af0960b0b39c7f0a78d85fd02cbed60abbe9c3c4a185f2b2989a339969218,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep11,,d4cce57ff8b387342c6c537d30f1b7f9bd0049debee61f29eba6472b0e597b40,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep11,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep11,digits_1797x64_scaled16,conventional,0.03,11,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,1bfa53edd28dd08121a44b8af30db89a542723757a984b73ffd90acca71cce72,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep11,,0d3276f4ddd3130144f204fba17cefc0c67cfbc266580f8ddd44682cbe25fe67,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep11,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep11,digits_1797x64_scaled16,f_mapper,0.03,11,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,1bfa53edd28dd08121a44b8af30db89a542723757a984b73ffd90acca71cce72,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep12,,7af149991ac8d89319fec54c73a19ad1a173f250984599e30533d8a6f548d7df,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep12,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep12,digits_1797x64_scaled16,conventional,0.03,12,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,b00d0b33a99b547be51a2a2e69cf4901bc71a2a9a7aac9e6958a7ea239c180cd,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep12,,cd1572b50eadd33d923c5589ad57a724f48b219f87142311021a07974f0c04f9,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep12,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep12,digits_1797x64_scaled16,f_mapper,0.03,12,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,b00d0b33a99b547be51a2a2e69cf4901bc71a2a9a7aac9e6958a7ea239c180cd,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep13,,724801a445482fbcb00f751c9c3253203208753122cdf3f9333adad83ea093e4,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep13,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep13,digits_1797x64_scaled16,conventional,0.03,13,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,267a509b9c357ddb8690b69accc02a11173f76217ec1772e9e4a182abe14535b,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep13,,690c908c5c2d2c18e9db4c1b7b0a3570a9b21fd761702d229f0c0b38473b3c8d,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep13,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep13,digits_1797x64_scaled16,f_mapper,0.03,13,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,267a509b9c357ddb8690b69accc02a11173f76217ec1772e9e4a182abe14535b,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep14,,6ab0b16156378c92c4b088426b5eafea883905badc85466cee6464334d357684,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep14,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep14,digits_1797x64_scaled16,conventional,0.03,14,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,d689db4a49a6be49626c7ed7914a434b5b3077ed1e1cbd806dce4f1256c141e4,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__f_mapper__sigma_0.03__rep14,,d5e82b4b5f0b8fa481175452985bc33271374093a3390bd377f7f5228ed73663,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep14,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep14,digits_1797x64_scaled16,f_mapper,0.03,14,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,d689db4a49a6be49626c7ed7914a434b5b3077ed1e1cbd806dce4f1256c141e4,prospective_matched_axis1_axis2
INDEX__N1_C_DIGITS__conventional__sigma_0.03__rep15,,e480976f0d6066f73a7afaa105cf6513e4fb693f8c798be5fa5760eed242323a,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep15,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep15,digits_1797x64_scaled16,conventional,0.03,15,23a53393488b04f92efc45ebc92767e2dcfdf206ba37a928f497d261e42267d2,126426c0289ded9c57bb37f3bd0604cc127a04a9f260458fb1e65c86c4ee62f5,prospective_matched_axis1_axis2
