matched_index_id,historical_source_run_id,shared_construction_id,axis1_record_id,axis2_record_id,dataset_id,method_id,noise_sigma,replicate_id,clean_dataset_hash,perturbed_dataset_hash,evidence_role
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep10,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep10,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep10,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep10,unit_circle_S1,f_mapper,0.08,10,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a0fbea6e03312b911e790098af31221554e332f7c673f31a26e9808d67e71895,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep11,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep11,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep11,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep11,unit_circle_S1,conventional,0.08,11,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,07e0ad6ae5cf84a8bd38460ce2ad2d3a2270e1ca5fe77dc2039174bc8e5592a2,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep11,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep11,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep11,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep11,unit_circle_S1,f_mapper,0.08,11,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,07e0ad6ae5cf84a8bd38460ce2ad2d3a2270e1ca5fe77dc2039174bc8e5592a2,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep12,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep12,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep12,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep12,unit_circle_S1,conventional,0.08,12,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,bc6e71bad5ba12a24ebf4822a8eed3449286608e91358c587eceb76884ef064e,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep12,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep12,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep12,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep12,unit_circle_S1,f_mapper,0.08,12,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,bc6e71bad5ba12a24ebf4822a8eed3449286608e91358c587eceb76884ef064e,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep13,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep13,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep13,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep13,unit_circle_S1,conventional,0.08,13,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,f78b51af506168109ac0406083a2af39c16ff329a7d4a103c10226d35ff15658,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep13,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep13,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep13,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep13,unit_circle_S1,f_mapper,0.08,13,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,f78b51af506168109ac0406083a2af39c16ff329a7d4a103c10226d35ff15658,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep14,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep14,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep14,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep14,unit_circle_S1,conventional,0.08,14,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,e500a50935f47f644fc0c1f4d90386bb0626f5d9a4ba25d1e77e31b93e5c71b4,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep14,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep14,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep14,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep14,unit_circle_S1,f_mapper,0.08,14,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,e500a50935f47f644fc0c1f4d90386bb0626f5d9a4ba25d1e77e31b93e5c71b4,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep15,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep15,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep15,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep15,unit_circle_S1,conventional,0.08,15,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,764bc3b951018831785b820116f732f9e6232606d4e0bf360efaca3982bee366,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep15,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep15,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep15,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep15,unit_circle_S1,f_mapper,0.08,15,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,764bc3b951018831785b820116f732f9e6232606d4e0bf360efaca3982bee366,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep16,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep16,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep16,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep16,unit_circle_S1,conventional,0.08,16,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a7a30604c37bb761dfac9f09c72764f3cbc3f0d9a958797fb0522abd232612b4,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep16,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep16,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep16,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep16,unit_circle_S1,f_mapper,0.08,16,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a7a30604c37bb761dfac9f09c72764f3cbc3f0d9a958797fb0522abd232612b4,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep17,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep17,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep17,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep17,unit_circle_S1,conventional,0.08,17,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a9d0bf9eadb83965ab1bc5c8f29e1d80eb1bc22a3e49e674cb0b685cfd5ab735,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep17,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep17,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep17,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep17,unit_circle_S1,f_mapper,0.08,17,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a9d0bf9eadb83965ab1bc5c8f29e1d80eb1bc22a3e49e674cb0b685cfd5ab735,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep18,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep18,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep18,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep18,unit_circle_S1,conventional,0.08,18,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,c13dd528544e8f9e935aad7dd99785bdbb3c6c33bbd886fa64fb73cd7da4a0c1,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep18,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep18,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep18,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep18,unit_circle_S1,f_mapper,0.08,18,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,c13dd528544e8f9e935aad7dd99785bdbb3c6c33bbd886fa64fb73cd7da4a0c1,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep19,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep19,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep19,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep19,unit_circle_S1,conventional,0.08,19,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,ef3922cf79022450637a274191ddbd0bad772e295aeb321b4614d4f8588f6bfb,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep19,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep19,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep19,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep19,unit_circle_S1,f_mapper,0.08,19,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,ef3922cf79022450637a274191ddbd0bad772e295aeb321b4614d4f8588f6bfb,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep20,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep20,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep20,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep20,unit_circle_S1,conventional,0.08,20,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,1ef9aed8285c648745059d3df880ebeb0cca96ecccddcc94aa67ca88a4155eff,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep20,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep20,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep20,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep20,unit_circle_S1,f_mapper,0.08,20,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,1ef9aed8285c648745059d3df880ebeb0cca96ecccddcc94aa67ca88a4155eff,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep21,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep21,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep21,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep21,unit_circle_S1,conventional,0.08,21,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,1d27e92d4c42b50b577c634f15e16102ee2f65802cb87a35218cd61edec31d90,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep21,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep21,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep21,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep21,unit_circle_S1,f_mapper,0.08,21,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,1d27e92d4c42b50b577c634f15e16102ee2f65802cb87a35218cd61edec31d90,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep22,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep22,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep22,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep22,unit_circle_S1,conventional,0.08,22,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,1ce9e65a8fa0681f59d1285a62864695f1e178f8c58259593a39d4a7689b9777,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep22,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep22,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep22,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep22,unit_circle_S1,f_mapper,0.08,22,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,1ce9e65a8fa0681f59d1285a62864695f1e178f8c58259593a39d4a7689b9777,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep23,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep23,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep23,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep23,unit_circle_S1,conventional,0.08,23,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,fd91de8709f6d5b65641b95f017499d81194854b6ec6187ff4ef6aa659bb55a6,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep23,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep23,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep23,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep23,unit_circle_S1,f_mapper,0.08,23,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,fd91de8709f6d5b65641b95f017499d81194854b6ec6187ff4ef6aa659bb55a6,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep24,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep24,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep24,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep24,unit_circle_S1,conventional,0.08,24,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,4693cddd35343cec140e8225829603bd2d784986408db77545e0a035ba1b4ab3,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep24,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep24,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep24,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep24,unit_circle_S1,f_mapper,0.08,24,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,4693cddd35343cec140e8225829603bd2d784986408db77545e0a035ba1b4ab3,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep25,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep25,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep25,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep25,unit_circle_S1,conventional,0.08,25,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a8cba37c49d27f9c0833b68fde1c1b1ac4a07b458f8e1fe32c9b43a58680cec7,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep25,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep25,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep25,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep25,unit_circle_S1,f_mapper,0.08,25,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,a8cba37c49d27f9c0833b68fde1c1b1ac4a07b458f8e1fe32c9b43a58680cec7,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep26,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep26,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep26,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep26,unit_circle_S1,conventional,0.08,26,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,bde7f5f8a02ac2c39c0528933dedabfe2ee65a04af1293fefde93b5a96ccdb59,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep26,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep26,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep26,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep26,unit_circle_S1,f_mapper,0.08,26,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,bde7f5f8a02ac2c39c0528933dedabfe2ee65a04af1293fefde93b5a96ccdb59,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep27,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep27,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep27,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep27,unit_circle_S1,conventional,0.08,27,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,17504eebc19634aad161a0f40eb909ff423b2f161c186d9aa2da86d05669eee3,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep27,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep27,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep27,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep27,unit_circle_S1,f_mapper,0.08,27,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,17504eebc19634aad161a0f40eb909ff423b2f161c186d9aa2da86d05669eee3,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep28,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep28,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep28,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep28,unit_circle_S1,conventional,0.08,28,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,ffd89866b177b0faaa461387344da45a05bdba8967c614dbcf348a5384ee92b7,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep28,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep28,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep28,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep28,unit_circle_S1,f_mapper,0.08,28,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,ffd89866b177b0faaa461387344da45a05bdba8967c614dbcf348a5384ee92b7,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep29,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep29,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep29,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep29,unit_circle_S1,conventional,0.08,29,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,fbf315532ca922f7cb32abb1ed05383aaefb75a38c531b8adf63346cf41f04ee,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep29,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep29,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep29,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep29,unit_circle_S1,f_mapper,0.08,29,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,fbf315532ca922f7cb32abb1ed05383aaefb75a38c531b8adf63346cf41f04ee,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep30,M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep30,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep30,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.08__rep30,unit_circle_S1,conventional,0.08,30,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,3ea4e2195a3385d538fd231e8ab3e6ba8ff297585b45300e3455832be617bcae,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep30,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep30,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep30,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.08__rep30,unit_circle_S1,f_mapper,0.08,30,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,3ea4e2195a3385d538fd231e8ab3e6ba8ff297585b45300e3455832be617bcae,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep01,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep01,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep01,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep01,unit_circle_S1,conventional,0.1,1,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,3c38d01e5762f0ae25856d4889e08c41bc393e7f5e6b1cbf3029f805c198f941,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep01,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep01,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep01,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep01,unit_circle_S1,f_mapper,0.1,1,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,3c38d01e5762f0ae25856d4889e08c41bc393e7f5e6b1cbf3029f805c198f941,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep02,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep02,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep02,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep02,unit_circle_S1,conventional,0.1,2,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,d5b44c884304083cfe4507176986e9599a2ba979708bd35fb40a1b53cec5f1e9,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep02,M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep02,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep02,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.10__rep02,unit_circle_S1,f_mapper,0.1,2,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,d5b44c884304083cfe4507176986e9599a2ba979708bd35fb40a1b53cec5f1e9,retrospective_axis2_derivation
INDEX__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep03,M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep03,,HISTORICAL_AXIS1__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep03,AXIS2__N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.10__rep03,unit_circle_S1,conventional,0.1,3,6950bef979837cbe5a152ccfaca96d55cf83ab99d69dfc9894e64857a7769d6e,1cbdb0c5db64e0a884c08ef8d1c0132acd005a2cac428865801f8fc1ffd2901c,retrospective_axis2_derivation
