planned_unit_id,campaign_category,dataset_id,method_id,noise_sigma,replicate_id,construction_time_seconds,axis1_metric_time_seconds,axis2_metric_time_seconds,wall_time_seconds,cpu_time_seconds,peak_memory_bytes
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep01,circle_retrospective,unit_circle_S1,f_mapper,0.03,1,3.2966434049999407,0.0,0.03803029799973956,3.334883641000033,4.337661094000026,610873
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep02,circle_retrospective,unit_circle_S1,conventional,0.03,2,0.037321120999877166,0.0,0.039069898999969155,0.07669191199966008,0.45943312099998934,660109
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep02,circle_retrospective,unit_circle_S1,f_mapper,0.03,2,4.425585326000146,0.0,0.03752732500015554,4.463339332000032,5.462611550999981,639231
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep03,circle_retrospective,unit_circle_S1,conventional,0.03,3,0.03573814199990011,0.0,0.0373928710000655,0.07339885000010327,0.4403495970000222,678725
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep03,circle_retrospective,unit_circle_S1,f_mapper,0.03,3,5.8550345819999166,0.0,0.03692759699970338,5.892166877999898,6.891696752000001,613065
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep04,circle_retrospective,unit_circle_S1,conventional,0.03,4,0.03562669000029928,0.0,0.037047734999759996,0.07290055500016024,0.4373746619999963,655178
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep04,circle_retrospective,unit_circle_S1,f_mapper,0.03,4,5.524970621999728,0.0,0.03628444700007094,5.56153348800035,6.558156612000005,606803
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep05,circle_retrospective,unit_circle_S1,conventional,0.03,5,0.035747138999795425,0.0,0.03713685399998212,0.07309763700004623,0.43849505099998964,734755
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep05,circle_retrospective,unit_circle_S1,f_mapper,0.03,5,11.224208742999963,0.0,0.054483582000102615,11.278897474000132,12.362426736999993,614154
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep06,circle_retrospective,unit_circle_S1,conventional,0.03,6,0.05422346800014566,0.0,0.056391519000044354,0.11100215199985541,0.6658969570000295,709976
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep06,circle_retrospective,unit_circle_S1,f_mapper,0.03,6,5.33168890900015,0.0,0.03783851700018204,5.36978782999995,6.331706078000025,672817
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep07,circle_retrospective,unit_circle_S1,conventional,0.03,7,0.03766393500018239,0.0,0.040756697000233544,0.07864386500023102,0.47164076899997553,658490
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep07,circle_retrospective,unit_circle_S1,f_mapper,0.03,7,5.817516235000312,0.0,0.03754237600014676,5.85538028999963,6.845192028000042,613001
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep08,circle_retrospective,unit_circle_S1,conventional,0.03,8,0.03545032000010906,0.0,0.036286976000155846,0.07214727300015511,0.4328804770000261,663433
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep08,circle_retrospective,unit_circle_S1,f_mapper,0.03,8,7.781278313999792,0.0,0.036731696000060765,7.818356707000021,8.814332222999951,674411
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep09,circle_retrospective,unit_circle_S1,conventional,0.03,9,0.03708766099998684,0.0,0.037602676000005886,0.07494286600012856,0.4496151469999745,743677
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep09,circle_retrospective,unit_circle_S1,f_mapper,0.03,9,4.344837276999897,0.0,0.03714953000007881,4.382193768999969,5.381131086999972,610489
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep10,circle_retrospective,unit_circle_S1,conventional,0.03,10,0.03699020800013386,0.0,0.03716711400011263,0.0745623190000515,0.4473091759999761,699407
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep10,circle_retrospective,unit_circle_S1,f_mapper,0.03,10,8.5078890890004,0.0,0.03731381799980227,8.54543723200004,9.546295794999992,623560
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep11,circle_retrospective,unit_circle_S1,conventional,0.03,11,0.0361989259999973,0.0,0.03700622599990311,0.07342454699983136,0.44049341900000627,710179
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep11,circle_retrospective,unit_circle_S1,f_mapper,0.03,11,10.30125596400012,0.0,0.03701539600024262,10.338476197000091,11.33766393000002,612616
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep12,circle_retrospective,unit_circle_S1,conventional,0.03,12,0.03541585600032704,0.0,0.03713773699973899,0.07278767699972377,0.4366654609999614,674387
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep12,circle_retrospective,unit_circle_S1,f_mapper,0.03,12,6.447360132000085,0.0,0.03753281599983893,6.485101672999917,7.485774105000019,612387
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep13,circle_retrospective,unit_circle_S1,conventional,0.03,13,0.03667728599975817,0.0,0.03723015400009899,0.07429810899975564,0.44565282799999295,682053
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep13,circle_retrospective,unit_circle_S1,f_mapper,0.03,13,8.71695002100023,0.0,0.05270266500019716,8.769940139000028,9.84211013700002,611593
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep14,circle_retrospective,unit_circle_S1,conventional,0.03,14,0.053331654999965394,0.0,0.056753645000299,0.11036936799973773,0.6620264420000126,654521
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep14,circle_retrospective,unit_circle_S1,f_mapper,0.03,14,4.061149892999765,0.0,0.03720989599969471,4.098702827000125,5.066170371999988,629424
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep15,circle_retrospective,unit_circle_S1,conventional,0.03,15,0.036524818000089,0.0,0.037346823000007134,0.07418431399992187,0.44506139999998595,641319
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep15,circle_retrospective,unit_circle_S1,f_mapper,0.03,15,5.1047448350000195,0.0,0.037721815000168135,5.14267824999979,6.142894029000047,612154
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep16,circle_retrospective,unit_circle_S1,conventional,0.03,16,0.03582182799982547,0.0,0.03886684300005072,0.07492627100009486,0.4494669590000058,678874
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep16,circle_retrospective,unit_circle_S1,f_mapper,0.03,16,5.294825170999957,0.0,0.03702251400000023,5.332067800999994,6.324905631999968,620589
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep17,circle_retrospective,unit_circle_S1,conventional,0.03,17,0.03642300899991824,0.0,0.037146139000014955,0.07378271200013842,0.4426587049999853,726216
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep17,circle_retrospective,unit_circle_S1,f_mapper,0.03,17,6.034597430999838,0.0,0.03708630599976459,6.0720033719999265,7.068641867999986,610570
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep18,circle_retrospective,unit_circle_S1,conventional,0.03,18,0.0372506369999428,0.0,0.038145851000081166,0.07575932600002488,0.45450668500001257,720317
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep18,circle_retrospective,unit_circle_S1,f_mapper,0.03,18,10.992731937999906,0.0,0.05086767599959785,11.04383007999968,12.10796220100002,612388
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep19,circle_retrospective,unit_circle_S1,conventional,0.03,19,0.055358633999730955,0.0,0.05760435199999847,0.11357644700001401,0.6813465209999663,721817
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep19,circle_retrospective,unit_circle_S1,f_mapper,0.03,19,6.959127377000186,0.0,0.03808912800013786,6.997587968000062,7.964321579,610393
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep20,circle_retrospective,unit_circle_S1,conventional,0.03,20,0.04240385999992213,0.0,0.03683148699974481,0.07945930200003204,0.4766980100000069,762216
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep20,circle_retrospective,unit_circle_S1,f_mapper,0.03,20,5.7643689420001465,0.0,0.03679190599996218,5.801414517000012,6.797596573999954,654149
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep21,circle_retrospective,unit_circle_S1,conventional,0.03,21,0.03583965400002853,0.0,0.03749431400001413,0.07374118899997484,0.4423250479999865,798482
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep21,circle_retrospective,unit_circle_S1,f_mapper,0.03,21,5.448608151999906,0.0,0.036379568000029394,5.485193960999823,6.481809382000051,612298
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep22,circle_retrospective,unit_circle_S1,conventional,0.03,22,0.037039797000034014,0.0,0.03747737399999096,0.0747387900000831,0.4484111900000016,694942
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep22,circle_retrospective,unit_circle_S1,f_mapper,0.03,22,6.584791686000244,0.0,0.05439991699995517,6.63950185900012,7.717900595999993,616270
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep23,circle_retrospective,unit_circle_S1,conventional,0.03,23,0.05460633799975767,0.0,0.05694014100026834,0.11183343099992271,0.6705884329999776,714566
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep23,circle_retrospective,unit_circle_S1,f_mapper,0.03,23,6.662837541000044,0.0,0.037180935999913345,6.7002892489999795,7.6586447139999905,611130
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep24,circle_retrospective,unit_circle_S1,conventional,0.03,24,0.03635415300004752,0.0,0.03738411999984237,0.07408319400019536,0.4444384739999805,669489
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep24,circle_retrospective,unit_circle_S1,f_mapper,0.03,24,4.323100981000152,0.0,0.03856134900024699,4.361872929000128,5.363930119999964,614370
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep25,circle_retrospective,unit_circle_S1,conventional,0.03,25,0.03831338999998479,0.0,0.0405432870002187,0.0792052550000335,0.47500280199994904,625972
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep25,circle_retrospective,unit_circle_S1,f_mapper,0.03,25,6.223490494000089,0.0,0.0382318690003558,6.261937108999973,7.2661775739999825,612282
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep26,circle_retrospective,unit_circle_S1,conventional,0.03,26,0.03768746900004771,0.0,0.037298874000043725,0.07522059599978093,0.45128119100002095,709716
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep26,circle_retrospective,unit_circle_S1,f_mapper,0.03,26,5.868521756000064,0.0,0.0390257300000485,5.9078032900001745,6.913492904999998,658908
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep27,circle_retrospective,unit_circle_S1,conventional,0.03,27,0.0572819110002456,0.0,0.058710592000352335,0.1163500180000483,0.6979761659999895,698581
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep27,circle_retrospective,unit_circle_S1,f_mapper,0.03,27,4.199357311999847,0.0,0.0376080539999748,4.237243100999876,5.204076372000031,611961
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep28,circle_retrospective,unit_circle_S1,conventional,0.03,28,0.03862534700010656,0.0,0.03734682999993311,0.0762590409999575,0.4573950630000354,710423
N1_C_RETRO__M6A__unit_circle_S1__N1000__f_mapper__sigma_0.03__rep28,circle_retrospective,unit_circle_S1,f_mapper,0.03,28,6.22646778599983,0.0,0.037823402999947575,6.264520143000027,7.266372676999993,625049
N1_C_RETRO__M6A__unit_circle_S1__N1000__conventional__sigma_0.03__rep29,circle_retrospective,unit_circle_S1,conventional,0.03,29,0.03735613099979673,0.0,0.036499842000011995,0.07413587200016991,0.44475224199999275,684900
